hour,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count
18,1,0,0,1,20.5,24.24,25,16.9979,303
19,1,0,0,1,18.86,22.725,33,11.0014,225
20,1,0,0,1,18.04,21.97,30,8.9981,149
21,1,0,0,1,18.86,22.725,19,22.0028,154
22,1,0,0,1,18.04,21.97,21,8.9981,134
23,1,0,0,1,17.22,21.21,24,0,106
0,1,0,0,2,16.4,20.455,30,23.9994,72
1,1,0,0,2,15.58,19.695,34,12.998,76
2,1,0,0,2,14.76,17.425,40,11.0014,80
3,1,0,0,2,14.76,17.425,43,8.9981,26
4,1,0,0,2,13.94,16.665,46,12.998,14
5,1,0,0,2,13.94,15.91,46,15.0013,5
6,1,0,0,2,12.3,13.635,52,19.9995,5
7,1,0,0,2,12.3,13.635,52,19.9995,23
8,1,0,0,1,12.3,13.635,52,22.0028,66
9,1,0,0,1,12.3,13.635,49,30.0026,118
10,1,0,0,1,12.3,13.635,49,22.0028,192
11,1,0,0,1,13.12,14.395,45,26.0027,256
12,1,0,0,1,13.94,15.15,42,23.9994,327
13,1,0,0,1,14.76,16.665,37,23.9994,364
14,1,0,0,1,14.76,16.665,34,23.9994,332
15,1,0,0,1,14.76,15.91,32,35.0008,334
16,1,0,0,1,14.76,15.91,29,32.9975,299
17,1,0,0,1,13.94,14.395,31,36.9974,263
18,1,0,0,1,13.12,13.635,33,40.9973,184
19,1,0,0,1,12.3,12.88,36,32.9975,132
20,1,0,0,1,11.48,13.635,38,16.9979,88
21,1,0,0,1,11.48,13.635,36,15.0013,79
22,1,0,0,1,10.66,12.12,41,16.9979,62
23,1,0,0,1,10.66,12.88,41,12.998,26
0,1,0,1,1,9.84,11.365,44,12.998,17
1,1,0,1,1,9.84,12.12,48,8.9981,6
2,1,0,1,1,9.84,12.12,48,8.9981,4
3,1,0,1,1,9.02,11.365,51,11.0014,1
4,1,0,1,1,8.2,11.365,55,6.0032,1
5,1,0,1,1,8.2,11.365,55,6.0032,18
6,1,0,1,1,7.38,9.85,59,8.9981,91
7,1,0,1,1,7.38,9.85,59,8.9981,260
8,1,0,1,1,8.2,11.365,59,7.0015,428
9,1,0,1,2,9.02,12.88,60,6.0032,197
10,1,0,1,2,9.84,12.88,60,0,86
11,1,0,1,2,10.66,13.635,56,8.9981,103
12,1,0,1,2,10.66,15.15,52,0,137
13,1,0,1,2,10.66,12.88,55,19.9995,120
14,1,0,1,2,11.48,12.88,57,23.9994,128
15,1,0,1,2,12.3,14.395,53,12.998,130
16,1,0,1,1,12.3,13.635,45,19.9995,210
17,1,0,1,3,12.3,13.635,45,19.9995,387
18,1,0,1,3,11.48,11.365,55,43.9989,375
19,1,0,1,1,10.66,12.88,53,15.0013,226
20,1,0,1,1,10.66,11.365,37,31.0009,179
21,1,0,1,1,10.66,11.365,37,26.0027,120
22,1,0,1,1,9.84,10.605,35,22.0028,78
23,1,0,1,1,9.02,9.09,37,39.0007,31
0,1,0,1,1,9.02,10.605,37,19.9995,8
1,1,0,1,1,8.2,9.85,44,16.9979,6
2,1,0,1,1,8.2,9.85,44,15.0013,4
3,1,0,1,1,7.38,8.335,51,19.0012,1
4,1,0,1,1,7.38,8.335,51,19.9995,3
5,1,0,1,1,7.38,9.09,51,15.0013,25
6,1,0,1,1,7.38,10.605,51,7.0015,102
7,1,0,1,1,6.56,9.09,55,8.9981,275
8,1,0,1,1,6.56,9.09,59,7.0015,501
9,1,0,1,1,9.02,13.635,47,0,233
10,1,0,1,1,9.84,12.88,44,0,129
11,1,0,1,1,10.66,12.88,41,11.0014,130
12,1,0,1,1,10.66,13.635,41,7.0015,138
13,1,0,1,1,12.3,15.15,39,8.9981,164
14,1,0,1,1,13.12,15.15,36,15.0013,136
15,1,0,1,1,13.94,15.15,36,19.9995,166
16,1,0,1,1,14.76,16.665,32,19.0012,250
17,1,0,1,1,14.76,16.665,34,19.0012,446
18,1,0,1,1,13.94,15.15,42,22.0028,457
19,1,0,1,1,13.94,15.15,46,19.9995,287
20,1,0,1,1,13.12,15.91,49,12.998,187
21,1,0,1,1,13.12,15.91,49,12.998,148
22,1,0,1,1,11.48,13.635,56,11.0014,106
23,1,0,1,1,11.48,13.635,61,15.0013,54
0,1,0,1,1,11.48,12.88,65,19.0012,15
1,1,0,1,1,12.3,13.635,61,19.9995,5
2,1,0,1,1,12.3,14.395,56,19.0012,4
3,1,0,1,1,12.3,13.635,56,23.9994,3
4,1,0,1,1,11.48,12.88,61,22.0028,3
5,1,0,1,1,11.48,12.88,56,19.9995,18
6,1,0,1,1,11.48,12.88,61,26.0027,108
7,1,0,1,1,10.66,11.365,65,26.0027,344
8,1,0,1,1,11.48,12.88,61,19.9995,566
9,1,0,1,1,12.3,13.635,61,22.0028,264
10,1,0,1,1,14.76,16.665,50,19.9995,147
11,1,0,1,1,17.22,21.21,38,19.9995,161
12,1,0,1,1,18.04,21.97,38,26.0027,215
13,1,0,1,1,20.5,24.24,34,27.9993,205
14,1,0,1,1,21.32,25,36,22.0028,175
15,1,0,1,1,22.14,25.76,37,30.0026,209
16,1,0,1,1,22.96,26.515,37,27.9993,288
17,1,0,1,1,22.96,26.515,43,32.9975,612
18,1,0,1,1,22.96,26.515,40,31.0009,544
19,1,0,1,1,22.14,25.76,42,23.9994,361
20,1,0,1,1,20.5,24.24,51,16.9979,260
21,1,0,1,1,18.04,21.97,62,16.9979,188
22,1,0,1,1,18.86,22.725,59,19.9995,159
23,1,0,1,1,18.04,21.97,62,22.0028,62
0,1,0,1,1,18.04,21.97,62,22.0028,46
1,1,0,1,1,18.86,22.725,63,22.0028,21
2,1,0,1,1,18.86,22.725,63,26.0027,11
3,1,0,1,1,18.86,22.725,63,26.0027,3
4,1,0,1,1,18.04,21.97,72,19.0012,2
5,1,0,1,1,17.22,21.21,77,15.0013,29
6,1,0,1,1,17.22,21.21,77,16.9979,109
7,1,0,1,1,17.22,21.21,77,23.9994,334
8,1,0,1,1,18.04,21.97,77,26.0027,585
9,1,0,1,1,18.86,22.725,72,31.0009,301
10,1,0,1,1,20.5,24.24,68,31.0009,138
11,1,0,1,2,22.14,25.76,60,31.0009,204
12,1,0,1,2,22.96,26.515,60,30.0026,251
13,1,0,1,2,24.6,31.06,49,43.0006,233
14,1,0,1,2,25.42,31.06,43,43.0006,203
15,1,0,1,1,26.24,31.06,38,46.0022,185
16,1,0,1,2,25.42,31.06,41,43.0006,342
17,1,0,1,1,25.42,31.06,38,43.9989,597
18,1,0,1,2,25.42,31.06,38,36.9974,590
19,1,0,1,2,24.6,31.06,40,30.0026,416
20,1,0,1,2,24.6,31.06,43,26.0027,302
21,1,0,1,1,24.6,31.06,43,26.0027,233
22,1,0,1,1,22.96,26.515,49,22.0028,153
23,1,0,1,2,22.96,26.515,49,30.0026,94
0,1,0,1,2,23.78,27.275,49,31.0009,54
1,1,0,1,3,22.96,26.515,52,32.9975,26
2,1,0,1,3,19.68,23.485,77,27.9993,11
3,1,0,1,1,18.86,22.725,77,35.0008,7
4,1,0,1,3,16.4,20.455,66,19.0012,1
5,1,0,1,3,16.4,20.455,66,19.0012,29
6,1,0,1,2,16.4,20.455,50,23.9994,85
7,1,0,1,2,15.58,19.695,40,19.9995,268
8,1,0,1,2,13.94,14.395,42,35.0008,501
9,1,0,1,2,13.94,14.395,42,35.0008,284
10,1,0,1,2,13.94,14.395,36,32.9975,159
11,1,0,1,2,14.76,16.665,34,23.9994,187
12,1,0,1,1,14.76,16.665,34,27.9993,201
13,1,0,1,2,15.58,19.695,29,26.0027,224
14,1,0,1,1,17.22,21.21,28,31.0009,178
15,1,0,1,1,18.86,22.725,24,16.9979,238
16,1,0,1,1,19.68,23.485,23,27.9993,343
17,1,0,1,1,18.86,22.725,24,26.0027,566
18,1,0,1,1,18.04,21.97,26,35.0008,470
19,1,0,1,1,17.22,21.21,28,40.9973,244
20,1,0,1,1,15.58,19.695,32,23.9994,159
21,1,0,1,1,14.76,16.665,34,22.0028,141
22,1,0,1,1,13.94,14.395,31,32.9975,107
23,1,0,1,1,13.12,15.15,33,19.9995,86
0,1,0,0,1,12.3,13.635,36,23.9994,77
1,1,0,0,1,12.3,14.395,36,16.9979,51
2,1,0,0,1,10.66,12.12,41,16.9979,42
3,1,0,0,1,10.66,11.365,41,19.9995,16
4,1,0,0,1,9.84,10.605,41,23.9994,4
5,1,0,0,1,9.02,10.605,42,19.0012,10
6,1,0,0,1,9.02,10.605,44,19.0012,12
7,1,0,0,1,9.02,10.605,44,16.9979,40
8,1,0,0,1,9.02,10.605,44,19.9995,111
9,1,0,0,1,9.84,10.605,41,22.0028,148
10,1,0,0,1,10.66,11.365,35,27.9993,223
11,1,0,0,1,12.3,13.635,33,22.0028,274
12,1,0,0,1,12.3,13.635,33,22.0028,329
13,1,0,0,1,13.12,15.15,29,19.0012,357
14,1,0,0,1,13.94,15.91,27,19.0012,379
15,1,0,0,1,13.94,18.18,25,0,406
16,1,0,0,1,14.76,18.18,23,0,390
17,1,0,0,1,14.76,18.94,23,0,354
18,1,0,0,1,14.76,18.18,21,6.0032,297
19,1,0,0,1,13.94,18.18,25,0,184
20,1,0,0,1,13.12,16.665,33,8.9981,121
21,1,0,0,1,12.3,14.395,39,15.0013,110
22,1,0,0,1,10.66,12.88,44,11.0014,100
23,1,0,0,1,10.66,12.88,41,12.998,83
0,1,0,0,1,10.66,14.395,44,6.0032,69
1,1,0,0,1,9.84,12.12,52,11.0014,61
3,1,0,0,1,9.84,12.12,60,8.9981,66
4,1,0,0,1,9.84,12.12,60,8.9981,22
5,1,0,0,1,9.84,12.12,60,11.0014,7
6,1,0,0,1,9.84,12.12,70,11.0014,10
7,1,0,0,1,9.02,11.365,69,8.9981,17
8,1,0,0,1,9.02,11.365,69,8.9981,72
9,1,0,0,1,10.66,12.88,60,15.0013,90
10,1,0,0,1,13.12,15.15,49,19.0012,218
11,1,0,0,1,14.76,16.665,43,19.0012,299
12,1,0,0,1,16.4,20.455,37,19.9995,410
13,1,0,0,1,17.22,21.21,41,19.9995,464
14,1,0,0,1,18.86,22.725,31,19.0012,501
15,1,0,0,1,20.5,24.24,29,19.9995,487
16,1,0,0,1,20.5,24.24,31,23.9994,509
17,1,0,0,1,21.32,25,27,19.9995,498
18,1,0,0,1,21.32,25,29,19.0012,389
19,1,0,0,1,20.5,24.24,31,19.0012,258
20,1,0,0,1,18.04,21.97,47,15.0013,171
21,1,0,0,1,17.22,21.21,54,15.0013,147
22,1,0,0,1,16.4,20.455,54,12.998,94
23,1,0,0,1,16.4,20.455,50,11.0014,52
0,1,0,1,1,15.58,19.695,54,12.998,24
1,1,0,1,1,15.58,19.695,50,8.9981,10
2,1,0,1,1,15.58,19.695,54,7.0015,9
3,1,0,1,1,14.76,17.425,50,8.9981,2
4,1,0,1,1,13.94,16.665,61,12.998,3
5,1,0,1,1,13.94,16.665,61,12.998,16
6,1,0,1,1,13.94,17.425,57,7.0015,88
7,1,0,1,1,13.94,17.425,53,7.0015,268
8,1,0,1,1,13.94,16.665,61,8.9981,564
9,1,0,1,1,15.58,19.695,54,11.0014,281
10,1,0,1,1,16.4,20.455,50,15.0013,137
11,1,0,1,1,18.04,21.97,44,15.0013,150
12,1,0,1,1,19.68,23.485,39,15.0013,221
13,1,0,1,2,22.14,25.76,32,16.9979,250
14,1,0,1,2,23.78,27.275,32,19.0012,221
15,1,0,1,1,22.96,26.515,40,8.9981,233
16,1,0,1,1,25.42,31.06,35,30.0026,332
17,1,0,1,2,25.42,31.06,38,27.9993,644
18,1,0,1,2,24.6,31.06,43,12.998,712
19,1,0,1,2,22.96,26.515,49,15.0013,446
20,1,0,1,2,22.96,26.515,49,15.0013,286
21,1,0,1,2,22.14,25.76,56,15.0013,205
22,1,0,1,2,22.96,26.515,56,15.0013,133
23,1,0,1,1,22.96,26.515,56,15.0013,63
0,1,0,1,2,22.96,26.515,52,12.998,26
1,1,0,1,2,21.32,25,59,15.0013,16
2,1,0,1,3,21.32,25,72,19.9995,1
3,1,0,1,3,21.32,25,72,19.9995,2
4,1,0,1,2,18.86,22.725,82,12.998,1
5,1,0,1,2,18.86,22.725,82,12.998,24
6,1,0,1,3,18.86,22.725,82,12.998,113
7,1,0,1,2,18.86,22.725,82,19.0012,308
8,1,0,1,1,18.86,22.725,82,19.0012,593
9,1,0,1,1,19.68,23.485,82,19.0012,342
10,1,0,1,1,21.32,25,77,15.0013,143
11,1,0,1,1,22.14,25.76,73,19.0012,219
12,1,0,1,1,24.6,30.305,60,19.0012,244
13,1,0,1,1,24.6,30.305,60,26.0027,233
14,1,0,1,1,26.24,31.06,53,22.0028,212
15,1,0,1,1,28.7,31.82,39,15.0013,264
16,1,0,1,1,29.52,32.575,34,26.0027,365
17,1,0,1,1,28.7,31.82,37,7.0015,676
18,1,0,1,1,28.7,31.82,34,19.9995,734
19,1,0,1,1,26.24,31.06,47,15.0013,479
20,1,0,1,1,24.6,31.06,49,11.0014,351
21,1,0,1,1,23.78,27.275,56,7.0015,244
22,1,0,1,1,22.96,26.515,60,6.0032,170
23,1,0,1,1,22.96,26.515,56,8.9981,87
0,1,0,1,1,22.14,25.76,60,7.0015,39
1,1,0,1,1,21.32,25,63,6.0032,27
2,1,0,1,1,20.5,24.24,68,12.998,2
3,1,0,1,1,19.68,23.485,72,12.998,4
4,1,0,1,1,19.68,23.485,67,6.0032,5
5,1,0,1,1,18.04,21.97,82,8.9981,27
6,1,0,1,1,18.04,21.97,82,6.0032,121
7,1,0,1,1,18.04,21.97,82,7.0015,368
8,1,0,1,1,18.04,21.97,82,0,662
9,1,0,1,1,21.32,25,68,0,351
10,1,0,1,1,22.96,26.515,56,7.0015,188
11,1,0,1,2,25.42,31.06,41,11.0014,220
12,1,0,1,2,26.24,31.06,29,0,267
13,1,0,1,1,27.06,31.06,27,15.0013,254
14,1,0,1,1,28.7,31.82,23,22.0028,224
15,1,0,1,1,28.7,31.82,24,0,283
16,1,0,1,1,29.52,31.82,25,12.998,356
17,1,0,1,1,28.7,31.82,28,6.0032,782
18,1,0,1,1,28.7,31.82,32,0,749
19,1,0,1,1,26.24,31.06,33,11.0014,472
20,1,0,1,1,25.42,31.06,35,7.0015,330
21,1,0,1,1,24.6,31.06,40,6.0032,288
22,1,0,1,1,21.32,25,55,8.9981,202
23,1,0,1,1,22.96,26.515,43,11.0014,91
0,1,0,1,1,22.14,25.76,49,8.9981,60
1,1,0,1,1,20.5,24.24,59,7.0015,23
2,1,0,1,1,20.5,24.24,59,0,19
3,1,0,1,1,20.5,24.24,63,0,7
4,1,0,1,1,18.04,21.97,77,7.0015,14
5,1,0,1,1,18.86,22.725,67,0,26
6,1,0,1,1,18.04,21.97,72,6.0032,117
7,1,0,1,1,18.04,21.97,72,6.0032,381
8,1,0,1,1,18.04,21.97,77,7.0015,623
9,1,0,1,1,19.68,23.485,77,6.0032,315
10,1,0,1,1,21.32,25,68,7.0015,164
11,1,0,1,1,22.96,26.515,60,8.9981,211
12,1,0,1,2,25.42,31.06,50,8.9981,265
13,1,0,1,2,27.06,31.06,41,6.0032,273
14,1,0,1,2,29.52,32.575,30,7.0015,258
15,1,0,1,1,29.52,32.575,32,15.0013,287
16,1,0,1,1,29.52,32.575,37,26.0027,426
17,1,0,1,1,28.7,31.82,39,16.9979,713
18,1,0,1,1,27.06,31.06,44,19.0012,746
19,1,0,1,2,26.24,31.06,50,12.998,425
20,1,0,1,2,23.78,27.275,60,23.9994,330
21,1,0,1,1,22.14,25.76,68,19.0012,243
22,1,0,1,1,21.32,25,68,8.9981,169
23,1,0,1,1,19.68,23.485,72,12.998,97
0,1,0,1,1,18.04,21.97,77,16.9979,57
1,1,0,1,2,17.22,21.21,82,22.0028,26
2,1,0,1,2,17.22,21.21,82,12.998,4
3,1,0,1,2,16.4,20.455,87,19.0012,3
4,1,0,1,2,16.4,20.455,87,16.9979,3
5,1,0,1,2,16.4,20.455,87,15.0013,32
6,1,0,1,2,16.4,20.455,87,11.0014,99
7,1,0,1,2,16.4,20.455,87,12.998,278
8,1,0,1,2,16.4,20.455,87,15.0013,562
9,1,0,1,2,17.22,21.21,82,0,312
10,1,0,1,2,16.4,20.455,87,6.0032,180
11,1,0,1,2,18.04,21.97,77,0,207
12,1,0,1,2,18.04,21.97,82,8.9981,294
13,1,0,1,2,18.86,22.725,77,6.0032,260
14,1,0,1,2,19.68,23.485,72,0,202
15,1,0,1,3,18.86,22.725,82,7.0015,107
16,1,0,1,3,19.68,23.485,77,0,129
17,1,0,1,3,19.68,23.485,82,6.0032,258
18,1,0,1,3,19.68,23.485,82,6.0032,408
19,1,0,1,2,18.86,22.725,88,0,296
20,1,0,1,1,18.86,22.725,88,0,235
21,1,0,1,2,18.04,21.97,94,0,152
22,1,0,1,2,18.04,21.97,94,0,148
23,1,0,1,2,18.04,21.97,94,0,126
0,1,0,0,2,18.04,21.97,94,6.0032,100
1,1,0,0,2,18.04,21.97,94,0,69
2,1,0,0,2,18.04,21.97,88,0,42
3,1,0,0,2,18.04,21.97,88,0,26
4,1,0,0,2,17.22,21.21,94,0,2
5,1,0,0,2,17.22,21.21,94,6.0032,8
6,1,0,0,2,17.22,21.21,94,12.998,30
7,1,0,0,2,16.4,20.455,100,8.9981,86
8,1,0,0,2,17.22,21.21,94,7.0015,218
9,1,0,0,2,18.04,21.97,88,6.0032,321
10,1,0,0,2,20.5,24.24,77,6.0032,443
11,1,0,0,2,21.32,25,77,8.9981,585
12,1,0,0,1,22.96,26.515,68,11.0014,651
13,1,0,0,1,24.6,30.305,60,7.0015,686
14,1,0,0,1,25.42,31.06,53,6.0032,690
15,1,0,0,1,26.24,31.06,53,8.9981,679
16,1,0,0,1,26.24,31.06,50,0,685
17,1,0,0,1,26.24,31.06,50,8.9981,648
18,1,0,0,1,25.42,31.06,57,19.9995,560
19,1,0,0,1,23.78,27.275,64,19.0012,417
20,1,0,0,1,22.96,26.515,64,12.998,271
21,1,0,0,1,22.14,25.76,68,11.0014,223
22,1,0,0,1,22.14,25.76,68,0,211
23,1,0,0,1,20.5,24.24,77,11.0014,185
0,1,0,0,1,18.86,22.725,88,12.998,107
1,1,0,0,1,18.86,22.725,82,8.9981,113
2,1,0,0,2,18.86,22.725,82,7.0015,56
3,1,0,0,2,18.04,21.97,88,8.9981,18
4,1,0,0,2,17.22,21.21,94,11.0014,14
5,1,0,0,2,16.4,20.455,94,7.0015,6
6,1,0,0,2,16.4,20.455,94,7.0015,11
7,1,0,0,3,17.22,21.21,88,11.0014,42
8,1,0,0,2,17.22,21.21,88,7.0015,96
9,1,0,0,2,17.22,21.21,88,6.0032,178
10,1,0,0,2,17.22,21.21,88,7.0015,351
11,1,0,0,2,18.04,21.97,82,11.0014,368
12,1,0,0,2,18.04,21.97,88,8.9981,503
13,1,0,0,2,18.86,22.725,82,11.0014,544
14,1,0,0,2,20.5,24.24,77,6.0032,521
15,1,0,0,1,22.14,25.76,68,6.0032,554
16,1,0,0,1,22.14,25.76,73,6.0032,541
17,1,0,0,1,22.96,26.515,64,6.0032,541
18,1,0,0,1,22.96,26.515,64,11.0014,459
19,1,0,0,1,22.96,26.515,64,11.0014,352
20,1,0,0,1,21.32,25,77,8.9981,198
21,1,0,0,1,21.32,25,72,6.0032,173
22,1,0,0,1,20.5,24.24,77,7.0015,100
23,1,0,0,1,19.68,23.485,82,11.0014,46
0,1,0,1,1,19.68,23.485,82,7.0015,23
1,1,0,1,1,18.86,22.725,88,7.0015,15
2,1,0,1,1,18.86,22.725,88,11.0014,8
3,1,0,1,1,18.86,22.725,88,6.0032,2
4,1,0,1,1,18.04,21.97,94,0,3
5,1,0,1,1,18.04,21.97,94,0,31
6,1,0,1,1,18.86,22.725,88,8.9981,120
7,1,0,1,1,18.86,22.725,88,12.998,354
8,1,0,1,1,18.86,22.725,88,7.0015,579
9,1,0,1,1,20.5,24.24,72,11.0014,331
10,1,0,1,1,21.32,25,72,8.9981,184
11,1,0,1,1,22.96,26.515,68,11.0014,201
12,1,0,1,1,24.6,30.305,64,16.9979,282
13,1,0,1,1,25.42,30.305,61,16.9979,263
14,1,0,1,2,26.24,31.06,57,12.998,260
15,1,0,1,1,26.24,31.06,57,15.0013,286
16,1,0,1,1,27.06,31.06,50,15.0013,385
17,1,0,1,1,26.24,31.06,53,15.0013,721
18,1,0,1,1,26.24,31.06,57,16.9979,801
19,1,0,1,1,25.42,30.305,61,15.0013,549
20,1,0,1,1,24.6,30.305,64,15.0013,330
21,1,0,1,1,24.6,30.305,64,11.0014,223
22,1,0,1,2,22.96,26.515,73,11.0014,148
23,1,0,1,2,22.96,26.515,78,8.9981,54
0,2,0,0,2,14.76,16.665,76,16.9979,67
1,2,0,0,2,14.76,17.425,76,11.0014,62
2,2,0,0,2,14.76,17.425,76,11.0014,81
3,2,0,0,2,13.94,16.665,81,8.9981,25
4,2,0,0,2,13.94,17.425,81,6.0032,12
5,2,0,0,2,13.94,17.425,81,6.0032,18
6,2,0,0,2,14.76,17.425,76,8.9981,97
7,2,0,0,2,14.76,17.425,71,8.9981,84
8,2,0,0,2,14.76,18.18,76,6.0032,125
9,2,0,0,2,14.76,17.425,81,8.9981,275
10,2,0,0,2,16.4,20.455,71,7.0015,360
11,2,0,0,2,16.4,20.455,71,12.998,451
12,2,0,0,2,17.22,21.21,67,15.0013,445
13,2,0,0,2,18.04,21.97,62,12.998,464
14,2,0,0,2,19.68,23.485,55,15.0013,561
15,2,0,0,1,20.5,24.24,55,16.9979,573
16,2,0,0,1,21.32,25,52,16.9979,511
17,2,0,0,1,21.32,25,55,19.0012,555
18,2,0,0,1,21.32,25,52,19.9995,432
19,2,0,0,1,21.32,25,55,15.0013,346
20,2,0,0,2,20.5,24.24,59,15.0013,232
21,2,0,0,2,20.5,24.24,59,11.0014,134
22,2,0,0,3,20.5,24.24,63,7.0015,68
23,2,0,0,3,18.86,22.725,72,0,63
0,2,0,1,3,18.04,21.97,82,7.0015,17
1,2,0,1,3,17.22,21.21,88,6.0032,5
2,2,0,1,3,18.04,21.97,94,8.9981,5
4,2,0,1,1,16.4,20.455,76,32.9975,4
5,2,0,1,1,16.4,20.455,76,32.9975,24
6,2,0,1,1,14.76,15.91,71,31.0009,110
7,2,0,1,1,13.94,15.15,66,26.0027,306
8,2,0,1,1,14.76,16.665,57,22.0028,589
9,2,0,1,1,15.58,19.695,54,23.9994,317
10,2,0,1,1,16.4,20.455,50,35.0008,204
11,2,0,1,1,17.22,21.21,47,30.0026,209
12,2,0,1,1,18.04,21.97,44,30.0026,281
13,2,0,1,1,18.86,22.725,36,19.9995,281
14,2,0,1,1,18.86,22.725,31,27.9993,268
15,2,0,1,1,19.68,23.485,33,27.9993,324
16,2,0,1,1,20.5,24.24,34,22.0028,395
17,2,0,1,1,20.5,24.24,29,19.0012,729
18,2,0,1,1,20.5,24.24,27,16.9979,618
19,2,0,1,1,20.5,24.24,27,16.9979,494
20,2,0,1,1,18.86,22.725,31,11.0014,329
21,2,0,1,1,18.86,22.725,28,8.9981,238
22,2,0,1,1,17.22,21.21,44,12.998,123
23,2,0,1,1,18.04,21.97,35,11.0014,66
0,2,0,1,1,16.4,20.455,43,8.9981,33
1,2,0,1,1,15.58,19.695,46,15.0013,11
2,2,0,1,1,14.76,17.425,53,11.0014,5
3,2,0,1,1,15.58,19.695,46,0,3
4,2,0,1,1,13.12,16.665,66,6.0032,1
5,2,0,1,1,13.12,16.665,66,6.0032,27
6,2,0,1,1,12.3,15.91,61,6.0032,100
7,2,0,1,1,13.12,16.665,66,6.0032,341
8,2,0,1,1,13.94,18.18,57,0,604
9,2,0,1,1,17.22,21.21,38,6.0032,408
10,2,0,1,1,18.04,21.97,33,0,219
11,2,0,1,1,19.68,23.485,23,0,258
12,2,0,1,1,21.32,25,25,0,331
13,2,0,1,1,22.96,26.515,19,16.9979,345
14,2,0,1,1,22.96,26.515,21,15.0013,311
15,2,0,1,1,24.6,29.545,20,12.998,316
16,2,0,1,1,25.42,30.305,21,11.0014,485
17,2,0,1,1,25.42,30.305,17,12.998,757
18,2,0,1,1,24.6,30.305,26,11.0014,800
19,2,0,1,1,22.96,26.515,26,7.0015,558
20,2,0,1,1,22.96,26.515,24,8.9981,379
21,2,0,1,1,22.14,25.76,45,0,243
22,2,0,1,1,20.5,24.24,51,0,158
23,2,0,1,1,20.5,24.24,59,0,79
0,2,0,1,1,19.68,23.485,48,0,41
1,2,0,1,1,18.86,22.725,59,0,11
2,2,0,1,1,18.86,22.725,51,0,5
3,2,0,1,1,18.04,21.97,58,6.0032,3
4,2,0,1,1,17.22,21.21,67,6.0032,1
5,2,0,1,1,17.22,21.21,67,6.0032,27
6,2,0,1,2,17.22,21.21,58,0,126
7,2,0,1,2,18.04,21.97,62,0,366
8,2,0,1,2,18.04,21.97,72,7.0015,684
9,2,0,1,2,19.68,23.485,55,8.9981,363
10,2,0,1,2,22.14,25.76,45,8.9981,167
11,2,0,1,2,24.6,31.06,43,23.9994,213
12,2,0,1,2,24.6,31.06,46,27.9993,283
13,2,0,1,2,24.6,31.06,46,16.9979,251
14,2,0,1,2,25.42,31.06,46,12.998,258
15,2,0,1,2,26.24,31.06,44,19.0012,268
16,2,0,1,2,26.24,31.06,44,19.0012,390
17,2,0,1,1,27.06,31.06,41,19.9995,744
18,2,0,1,1,27.06,31.06,41,16.9979,759
19,2,0,1,1,27.06,31.06,39,15.0013,494
20,2,0,1,1,26.24,31.06,27,15.0013,372
21,2,0,1,1,24.6,30.305,23,22.0028,298
22,2,0,1,1,22.96,26.515,22,11.0014,181
23,2,0,1,1,21.32,25,23,27.9993,131
0,2,0,1,1,21.32,25,23,27.9993,45
1,2,0,1,1,19.68,23.485,27,22.0028,13
2,2,0,1,1,18.86,22.725,33,30.0026,18
3,2,0,1,1,17.22,21.21,41,19.9995,5
4,2,0,1,1,15.58,19.695,43,19.0012,1
5,2,0,1,1,15.58,19.695,43,19.0012,29
6,2,0,1,1,14.76,16.665,46,22.0028,126
7,2,0,1,1,13.94,16.665,49,12.998,354
8,2,0,1,1,14.76,17.425,46,15.0013,638
9,2,0,1,1,16.4,20.455,37,16.9979,351
10,2,0,1,1,17.22,21.21,35,19.0012,246
11,2,0,1,2,17.22,21.21,38,15.0013,268
12,2,0,1,1,18.04,21.97,33,0,276
13,2,0,1,1,18.86,22.725,31,0,291
14,2,0,1,1,18.86,22.725,33,11.0014,287
15,2,0,1,1,20.5,24.24,31,7.0015,269
16,2,0,1,1,20.5,24.24,31,12.998,402
17,2,0,1,1,20.5,24.24,31,11.0014,822
18,2,0,1,1,20.5,24.24,31,7.0015,698
19,2,0,1,1,19.68,23.485,31,16.9979,487
20,2,0,1,1,18.04,21.97,41,12.998,312
21,2,0,1,1,17.22,21.21,47,12.998,234
22,2,0,1,1,16.4,20.455,47,12.998,149
23,2,0,1,1,16.4,20.455,50,8.9981,136
0,2,0,1,1,16.4,20.455,43,0,61
1,2,0,1,1,14.76,17.425,62,8.9981,38
2,2,0,1,1,14.76,16.665,50,26.0027,11
3,2,0,1,1,13.94,15.15,53,22.0028,8
4,2,0,1,1,13.94,15.91,49,16.9979,5
5,2,0,1,1,13.12,15.15,53,22.0028,23
6,2,0,1,1,12.3,13.635,49,26.0027,80
7,2,0,1,1,12.3,14.395,49,19.0012,246
8,2,0,1,1,12.3,13.635,49,22.0028,508
9,2,0,1,1,13.94,15.15,42,22.0028,376
10,2,0,1,1,14.76,16.665,40,22.0028,238
11,2,0,1,1,16.4,20.455,37,19.9995,291
12,2,0,1,1,17.22,21.21,35,19.9995,337
13,2,0,1,1,18.04,21.97,33,22.0028,411
14,2,0,1,1,19.68,23.485,29,26.0027,490
15,2,0,1,1,20.5,24.24,27,19.0012,537
16,2,0,1,1,20.5,24.24,22,27.9993,536
17,2,0,1,1,21.32,25,23,27.9993,655
